Group	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
eGenes	endocytosis	endocytosis	18/5251	48/25972	0.375	1.85478956389259	2.98393125474293	0.00426495106299662	0.0377752808436844	0.0313404423977596	LOC110885804/LOC110879217/LOC110927222/LOC110929709/LOC110929851/LOC110930888/LOC110903750/LOC110886469/LOC110890064/LOC110890253/LOC110890863/LOC110894196/LOC110898161/LOC110899980/LOC110899983/LOC110899952/LOC110917989/LOC110926367	18
eGenes	mannan synthase activity	mannan synthase activity	16/5251	41/25972	0.390243902439024	1.93018751364432	3.00063237785077	0.00436899337310247	0.0382965884748255	0.0317729477668897	LOC110924304/LOC110930266/LOC110930959/LOC110930960/LOC110898073/LOC110898408/LOC110899479/LOC110899478/LOC110908356/LOC110904222/LOC110904221/LOC110904223/LOC110904219/LOC110904237/LOC110904239/LOC110904242	16
eGenes	cytokinin biosynthetic process	cytokinin biosynthetic process	10/5251	21/25972	0.476190476190476	2.3552883351017	3.12769422929766	0.00440616663097454	0.0382965884748255	0.0317729477668897	LOC110925891/LOC110930687/LOC110930685/LOC110865883/LOC110868339/LOC110879676/LOC110884138/LOC110898185/LOC110904444/LOC110918949	10
eGenes	ATPase-coupled intramembrane lipid transporter activity	ATPase-coupled intramembrane lipid transporter activity	9/5251	18/25972	0.5	2.47305275185679	3.14711339936958	0.00457606869823873	0.0390435219207525	0.0323926446722259	LOC110908859/LOC110935506/LOC110935395/LOC110935509/LOC110940604/LOC110878289/LOC110895711/LOC110903659/LOC110923021	9
eGenes	phospholipid translocation	phospholipid translocation	9/5251	18/25972	0.5	2.47305275185679	3.14711339936958	0.00457606869823873	0.0390435219207525	0.0323926446722259	LOC110908859/LOC110935506/LOC110935395/LOC110935509/LOC110940604/LOC110878289/LOC110895711/LOC110903659/LOC110923021	9
eGenes	lysosome	lysosome	13/5251	31/25972	0.419354838709677	2.07417327575086	3.01246370680223	0.00481212612279005	0.040684339038134	0.0337539564402402	LOC110911862/LOC110911871/LOC110935019/LOC110935020/LOC110938200/LOC110941314/LOC110889687/LOC110879387/LOC110873074/LOC118485570/LOC110916173/LOC110915800/LOC110876098	13
eGenes	actin cytoskeleton	actin cytoskeleton	18/5251	49/25972	0.36734693877551	1.81693671564989	2.88140174610161	0.00548787771935444	0.0459795160270237	0.0381471253512262	LOC110870809/LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110878917/LOC110871605/LOC110872324/LOC110889038/LOC110877028/LOC110889163/LOC110890487/LOC110890257/LOC110890727/LOC110869101/LOC110894934/LOC110908459/LOC110907009	18
Green_Module	ADP binding	ADP binding	254/2989	447/25972	0.568232662192394	4.93748367429269	30.2826298003018	1.37775525926547e-121	1.00576133926379e-118	7.61391064330919e-119	LOC110923780/LOC110923788/LOC110898504/LOC110927193/LOC110927184/LOC110900634/LOC110927186/LOC110926628/LOC110927210/LOC110927215/LOC110927243/LOC110927551/LOC110928691/LOC110928742/LOC110928753/LOC110928898/LOC118490507/LOC110929730/LOC110929728/LOC110932078/LOC110929734/LOC110896332/LOC110935778/LOC110935776/LOC110935775/LOC110935774/LOC110935771/LOC110935784/LOC110932945/LOC110932935/LOC110883529/LOC110877457/LOC110875563/LOC110935785/LOC118491433/LOC110886833/LOC110886834/LOC110883520/LOC110886841/LOC110937304/LOC110942792/LOC110942986/LOC110941279/LOC110944095/LOC110944455/LOC110945094/LOC110866659/LOC110866660/LOC110868047/LOC110866856/LOC110871763/LOC110871778/LOC110870752/LOC110871773/LOC110871800/LOC110871799/LOC110884542/LOC110941878/LOC110875213/LOC110877132/LOC110877134/LOC110877131/LOC110875225/LOC110877148/LOC110875240/LOC110877146/LOC110934038/LOC110875244/LOC110877151/LOC110877161/LOC110874099/LOC110875259/LOC110924474/LOC110877208/LOC110877202/LOC110898036/LOC110877008/LOC110875280/LOC110877186/LOC110877185/LOC110877199/LOC110877198/LOC110877197/LOC110875286/LOC110875284/LOC110877223/LOC110877227/LOC110877237/LOC110877300/LOC110875384/LOC110875551/LOC110875479/LOC110877400/LOC110877402/LOC110875482/LOC110908207/LOC110884978/LOC110885372/LOC110888673/LOC110894014/LOC110899273/LOC110899499/LOC110899549/LOC110899661/LOC110899695/LOC110899787/LOC110899847/LOC110899845/LOC110899843/LOC110902034/LOC110899868/LOC110902036/LOC110902037/LOC110899940/LOC110902093/LOC110902094/LOC110902095/LOC110902096/LOC110899943/LOC110899945/LOC110899946/LOC110899975/LOC110899976/LOC110899981/LOC110902128/LOC110902132/LOC110902134/LOC110899972/LOC110899968/LOC118485509/LOC110902117/LOC110902116/LOC110899966/LOC110923178/LOC110921543/LOC110899948/LOC110899951/LOC110899903/LOC110900021/LOC110900024/LOC110900029/LOC110902166/LOC110900027/LOC110900026/LOC110924277/LOC110900057/LOC110902167/LOC110900066/LOC110900094/LOC110900300/LOC110900299/LOC110900294/LOC110900296/LOC110900295/LOC118485531/LOC110900282/LOC110900283/LOC110900284/LOC110900258/LOC110902309/LOC110902307/LOC110900253/LOC110900250/LOC110902303/LOC110900247/LOC110902352/LOC110926620/LOC110893159/LOC110902350/LOC110902348/LOC110902347/LOC110902346/LOC110902345/LOC118479247/LOC118479246/LOC110902342/LOC110902341/LOC110902339/LOC118479245/LOC110900308/LOC110875961/LOC110913241/LOC110886338/LOC110886334/LOC110865943/LOC110902253/LOC110908409/LOC118479251/LOC118479332/LOC110908444/LOC110908973/LOC110902252/LOC110900191/LOC110902249/LOC110902247/LOC110900181/LOC110900180/LOC118485938/LOC110902242/LOC110902240/LOC118479243/LOC110902238/LOC110900168/LOC110900167/LOC110900165/LOC110900162/LOC110900159/LOC110900677/LOC110900675/LOC110900673/LOC118479387/LOC118479386/LOC110900668/LOC110900667/LOC110894040/LOC118479248/LOC110927204/LOC110927203/LOC110927201/LOC110900360/LOC110902365/LOC110900361/LOC110900362/LOC110900364/LOC110902369/LOC110910874/LOC110913520/LOC110871754/LOC110911872/LOC110912419/LOC110912421/LOC110912767/LOC110916258/LOC110915844/LOC110937773/LOC110917154/LOC110919752/LOC110910157/LOC110916295/LOC110907734/LOC110904694/LOC110915086/LOC110919951/LOC110915087/LOC110915177/LOC110920038/LOC110917403/LOC110921209/LOC110920725/LOC110922050/LOC110920722/LOC118489208/LOC118489712/LOC110929094	254
Green_Module	defense response to other organism	defense response to other organism	139/2989	251/25972	0.553784860557769	4.81194392720186	21.8848399474316	1.60043973153042e-64	5.84160502008602e-62	4.42226767922878e-62	LOC118490507/LOC110942986/LOC110944455/LOC110866856/LOC110941878/LOC110873504/LOC110870417/LOC110870414/LOC110873500/LOC110873528/LOC110888673/LOC110894014/LOC110899499/LOC110899549/LOC110899661/LOC110899695/LOC110899787/LOC110899847/LOC110899845/LOC110899843/LOC110902034/LOC110899868/LOC110902037/LOC110899940/LOC110902093/LOC110902094/LOC110902095/LOC110902096/LOC110899943/LOC110899945/LOC110899946/LOC110899975/LOC110899976/LOC110899981/LOC110902128/LOC110902132/LOC110899972/LOC110899968/LOC118485509/LOC110902117/LOC110902116/LOC110899966/LOC110923178/LOC110921543/LOC110899948/LOC110899951/LOC110899903/LOC110900021/LOC110900024/LOC110900029/LOC110902166/LOC110900027/LOC110900026/LOC110900057/LOC110902167/LOC110900066/LOC110900094/LOC110900300/LOC110900299/LOC110900294/LOC110900296/LOC110900295/LOC118485531/LOC110900282/LOC110900283/LOC110900284/LOC110900258/LOC110902309/LOC110902307/LOC110900253/LOC110900250/LOC110902352/LOC110926620/LOC110893159/LOC110902350/LOC110902348/LOC110902347/LOC110902346/LOC110902345/LOC118479247/LOC118479246/LOC110902339/LOC118479245/LOC110900308/LOC110875961/LOC110913241/LOC110886338/LOC110886334/LOC110865943/LOC110902253/LOC110908409/LOC118479251/LOC118479332/LOC110908444/LOC110908973/LOC110902252/LOC110900191/LOC110902249/LOC110902247/LOC110900180/LOC118485938/LOC110902242/LOC110902240/LOC118479243/LOC110902238/LOC110900168/LOC110900167/LOC110900165/LOC110900159/LOC110900677/LOC110900675/LOC110900673/LOC118479387/LOC118479386/LOC110900668/LOC110900667/LOC110894040/LOC118479248/LOC110927204/LOC110927203/LOC110927201/LOC110900360/LOC110902365/LOC110900361/LOC110900362/LOC110900364/LOC110902369/LOC110910874/LOC110911872/LOC110915844/LOC110919752/LOC110917403/LOC110921209/LOC110920725/LOC110922050/LOC110920722/LOC118489208/LOC118489712/LOC110929094	139
Green_Module	transmembrane receptor protein tyrosine kinase activity	transmembrane receptor protein tyrosine kinase activity	142/2989	315/25972	0.450793650793651	3.91703335510629	18.7844148094554	2.72646649068913e-51	6.63440179401021e-49	5.02243827232208e-49	LOC110883822/LOC118491712/LOC110933885/LOC110883960/LOC110933960/LOC110883969/LOC110927037/LOC110927036/LOC110928705/LOC110931258/LOC110929037/LOC110942887/LOC110942886/LOC110870457/LOC110870459/LOC110877355/LOC110877352/LOC110877455/LOC110877396/LOC110877402/LOC110875886/LOC110875888/LOC110874416/LOC110875891/LOC110882207/LOC110882208/LOC110882209/LOC110885451/LOC110886967/LOC110886970/LOC110926271/LOC118484368/LOC110891181/LOC110888852/LOC118484169/LOC110891179/LOC118484265/LOC110891173/LOC110891172/LOC110888849/LOC110890954/LOC110888831/LOC110888830/LOC110888924/LOC110888925/LOC110942552/LOC110942565/LOC110942590/LOC110942571/LOC110891423/LOC110891424/LOC118484329/LOC110891442/LOC118484209/LOC110888983/LOC110891477/LOC110891478/LOC110891457/LOC110888990/LOC110888995/LOC118484214/LOC118484215/LOC118484216/LOC118484218/LOC118484219/LOC118484342/LOC118484220/LOC118484225/LOC118484226/LOC118484350/LOC118484233/LOC118484353/LOC110896723/LOC118484235/LOC118484236/LOC118484237/LOC118484360/LOC118484238/LOC118484240/LOC118484241/LOC110891497/LOC110889020/LOC110889018/LOC110889013/LOC110889033/LOC118484244/LOC110889032/LOC118484245/LOC110894140/LOC110894135/LOC110892459/LOC110901749/LOC110899378/LOC110899377/LOC110899368/LOC110899367/LOC110901776/LOC110908315/LOC110906862/LOC118486504/LOC110908605/LOC110908553/LOC110908699/LOC110908713/LOC110908814/LOC110908869/LOC110908868/LOC110908885/LOC110912388/LOC110924261/LOC110912955/LOC110914617/LOC110925112/LOC110925109/LOC110925108/LOC118488945/LOC118489673/LOC110891449/LOC118489674/LOC118489675/LOC118489677/LOC118489668/LOC110887495/LOC110891461/LOC110888994/LOC118489679/LOC118489670/LOC118489680/LOC118489681/LOC110891462/LOC110894290/LOC110891459/LOC118489672/LOC118489683/LOC110900660/LOC118489685/LOC110889008/LOC118489687/LOC118489688/LOC110891447/LOC110888987/LOC118489707	142
Green_Module	protein autophosphorylation	protein autophosphorylation	154/2989	387/25972	0.397932816537468	3.45771532656779	17.567027645671	5.06938016212128e-47	9.25161879587134e-45	7.00374890819388e-45	LOC110883822/LOC118491712/LOC110933885/LOC110883960/LOC110933960/LOC110883969/LOC110924735/LOC110927037/LOC110927036/LOC110928705/LOC110931258/LOC110929037/LOC110930824/LOC110939632/LOC110939818/LOC110942887/LOC110942886/LOC110867810/LOC110870457/LOC110870459/LOC110873588/LOC110877355/LOC110877352/LOC110877455/LOC110877396/LOC110877402/LOC110875886/LOC110875888/LOC110874416/LOC110875891/LOC110908201/LOC110882207/LOC110882208/LOC110882209/LOC110885451/LOC110886967/LOC110886970/LOC110926271/LOC110890288/LOC118484368/LOC110891181/LOC110888852/LOC118484169/LOC110891179/LOC118484265/LOC110891173/LOC110891172/LOC110888849/LOC110890954/LOC110888831/LOC110888830/LOC110888924/LOC110888925/LOC110942552/LOC110942565/LOC110942590/LOC110942571/LOC110891423/LOC110891424/LOC118484329/LOC110891442/LOC118484209/LOC110888983/LOC110891477/LOC110891478/LOC110891457/LOC110888990/LOC110888995/LOC118484214/LOC118484215/LOC118484216/LOC118484218/LOC118484219/LOC118484342/LOC118484220/LOC118484225/LOC118484226/LOC118484350/LOC118484233/LOC118484353/LOC110896723/LOC118484235/LOC118484236/LOC118484237/LOC118484360/LOC118484238/LOC118484240/LOC118484241/LOC110891497/LOC110889020/LOC110889018/LOC110889013/LOC110889033/LOC118484244/LOC110889032/LOC118484245/LOC110894140/LOC110894135/LOC110892459/LOC110901749/LOC110899378/LOC110899377/LOC110899368/LOC110899367/LOC110901776/LOC110899783/LOC110908315/LOC110906862/LOC118486504/LOC110908605/LOC110908553/LOC110908699/LOC110908713/LOC110908814/LOC110908869/LOC110908868/LOC110908885/LOC110909911/LOC110910790/LOC110912388/LOC110912508/LOC110924261/LOC110912955/LOC110914617/LOC110925112/LOC110925109/LOC110925108/LOC118488945/LOC118489673/LOC110891449/LOC118489674/LOC118489675/LOC118489677/LOC118489668/LOC110887495/LOC110891461/LOC110888994/LOC118489679/LOC118489670/LOC118489680/LOC118489681/LOC110891462/LOC110894290/LOC110891459/LOC118489672/LOC118489683/LOC110900660/LOC118489685/LOC110889008/LOC118489687/LOC118489688/LOC110891447/LOC110888987/LOC118489707	154
Green_Module	plasmodesma	plasmodesma	147/2989	416/25972	0.353365384615385	3.07046027742749	15.3522156949739	8.62229910144196e-38	1.25885566881053e-35	9.52990953317269e-36	LOC110883822/LOC118491712/LOC110933885/LOC110883960/LOC110933960/LOC110883969/LOC110912495/LOC110927037/LOC110927036/LOC110928705/LOC110931258/LOC110929037/LOC110942887/LOC110942886/LOC110870457/LOC110870459/LOC110923513/LOC110877355/LOC110877352/LOC110877455/LOC110877396/LOC110877402/LOC110875886/LOC110875888/LOC110874416/LOC110875891/LOC110910010/LOC110882207/LOC110882208/LOC110882209/LOC110885451/LOC110886967/LOC110886970/LOC110926271/LOC118484368/LOC110891181/LOC110888852/LOC118484169/LOC110891179/LOC118484265/LOC110891173/LOC110891172/LOC110888849/LOC110890954/LOC110888831/LOC110888830/LOC110888924/LOC110888925/LOC110942552/LOC110942565/LOC110942590/LOC110942571/LOC110891423/LOC110891424/LOC118484329/LOC110891442/LOC118484209/LOC110888983/LOC110891477/LOC110891478/LOC110891457/LOC110888990/LOC110888995/LOC118484214/LOC118484215/LOC118484216/LOC118484218/LOC118484219/LOC118484342/LOC118484220/LOC118484225/LOC118484226/LOC118484350/LOC118484233/LOC118484353/LOC110896723/LOC118484235/LOC118484236/LOC118484237/LOC118484360/LOC118484238/LOC118484240/LOC118484241/LOC110891497/LOC110889020/LOC110889018/LOC110889013/LOC110889033/LOC118484244/LOC110889032/LOC118484245/LOC110894140/LOC110894135/LOC110892459/LOC110901749/LOC110899378/LOC110899377/LOC110899368/LOC110899367/LOC110901776/LOC110908315/LOC110906862/LOC118486504/LOC110908605/LOC110908553/LOC110908699/LOC110908713/LOC110908814/LOC110908869/LOC110908868/LOC110908885/LOC110903735/LOC110909803/LOC110912388/LOC110924261/LOC110912955/LOC110914617/LOC110925112/LOC110925109/LOC110925108/LOC118488945/LOC118489673/LOC110891449/LOC118489674/LOC118489675/LOC118489677/LOC118489668/LOC110887495/LOC110891461/LOC110888994/LOC118489679/LOC118489670/LOC118489680/LOC118489681/LOC110891462/LOC110894290/LOC110891459/LOC118489672/LOC118489683/LOC110900660/LOC118489685/LOC110889008/LOC118489687/LOC118489688/LOC110891447/LOC110888987/LOC118489707	147
Green_Module	defense response	defense response	111/2989	301/25972	0.368770764119601	3.20432060411987	13.872046938218	1.09775275182681e-30	1.33559918138929e-28	1.01108806089311e-28	LOC110923780/LOC110923788/LOC110898504/LOC110927551/LOC110928690/LOC110928691/LOC110928742/LOC110928753/LOC110929730/LOC110929728/LOC110932078/LOC110929734/LOC110896332/LOC110935778/LOC110935776/LOC110935775/LOC110935774/LOC110935771/LOC110935784/LOC110932945/LOC110932935/LOC110883529/LOC110877457/LOC110875563/LOC110935785/LOC118491433/LOC110886833/LOC110886834/LOC110883520/LOC110886841/LOC110936916/LOC110937304/LOC110942792/LOC110941279/LOC110945094/LOC110868945/LOC110871763/LOC110869411/LOC110871778/LOC110870752/LOC110871773/LOC110871800/LOC110871799/LOC110884542/LOC110875213/LOC110877132/LOC110877134/LOC110877131/LOC110875225/LOC110877148/LOC110875240/LOC110877146/LOC110934038/LOC110875244/LOC110877151/LOC110877161/LOC110874099/LOC110875259/LOC110924474/LOC110877208/LOC110877202/LOC110898036/LOC110877008/LOC110875280/LOC110875281/LOC110877186/LOC110877185/LOC110877199/LOC110877198/LOC110877197/LOC110875286/LOC110875284/LOC110877223/LOC110877227/LOC110877237/LOC110877300/LOC110875384/LOC110874159/LOC110875549/LOC110875551/LOC110875479/LOC110877400/LOC110877402/LOC110875482/LOC110930760/LOC110879263/LOC110884978/LOC110881594/LOC110881709/LOC110885372/LOC110890543/LOC110895299/LOC110899273/LOC110904928/LOC110911073/LOC110913520/LOC118479342/LOC110871754/LOC110871753/LOC110912767/LOC110937773/LOC110910157/LOC110916295/LOC110907734/LOC110904694/LOC110915086/LOC110919951/LOC110915087/LOC110915177/LOC110915459/LOC110920038	111
Green_Module	signal transduction	signal transduction	109/2989	327/25972	0.333333333333333	2.89639790342366	12.445315941468	7.00294899871499e-26	7.3030753843742e-24	5.52864394635394e-24	LOC110885804/LOC110876620/LOC110923780/LOC110923788/LOC110898504/LOC110927551/LOC118490370/LOC110928742/LOC110928753/LOC110929730/LOC110929728/LOC110932078/LOC110929734/LOC110896332/LOC110935778/LOC110935776/LOC110935775/LOC110935774/LOC110935771/LOC110935784/LOC110932945/LOC110932935/LOC110883529/LOC110877457/LOC110875563/LOC110935785/LOC110932922/LOC110886833/LOC110886834/LOC110883520/LOC110886841/LOC110936794/LOC118491139/LOC110938065/LOC110942792/LOC110941279/LOC110864599/LOC110937987/LOC110868469/LOC110871763/LOC110871778/LOC110871773/LOC110871800/LOC110871799/LOC110875213/LOC110877124/LOC110875206/LOC110877132/LOC110877134/LOC110877131/LOC110875227/LOC110875226/LOC110875225/LOC110877148/LOC110875240/LOC110877146/LOC110934038/LOC110875249/LOC110875244/LOC110877151/LOC110877161/LOC110877153/LOC110874099/LOC118481654/LOC110925469/LOC110924474/LOC118481657/LOC110877204/LOC110877202/LOC110898036/LOC110874115/LOC110875281/LOC110877186/LOC110877185/LOC110877199/LOC110877200/LOC110877198/LOC110877197/LOC110875284/LOC110877223/LOC110877227/LOC110877237/LOC110877300/LOC110875479/LOC110877400/LOC110877402/LOC110884978/LOC110885372/LOC110890165/LOC110890253/LOC110890888/LOC110895518/LOC110899273/LOC110899983/LOC110899952/LOC110910375/LOC110913520/LOC110871754/LOC110912767/LOC110910157/LOC110916295/LOC110907734/LOC110904694/LOC110915086/LOC110915087/LOC110915177/LOC110919957/LOC110920038/LOC110920831	109
Green_Module	DNA helicase activity	DNA helicase activity	54/2989	114/25972	0.473684210526316	4.11593386275994	12.0239490191786	1.44976171081307e-21	1.32290756111693e-19	1.00148012918008e-19	LOC110876152/LOC110928550/LOC110897747/LOC110931432/LOC110932368/LOC110931383/LOC110932036/LOC110933497/LOC110933940/LOC110934236/LOC110943524/LOC110943699/LOC110943960/LOC118480428/LOC110870088/LOC110870069/LOC110870071/LOC118481008/LOC110876763/LOC110914395/LOC110875302/LOC110881371/LOC110876331/LOC110876532/LOC110884127/LOC110880758/LOC110882397/LOC110886117/LOC110893022/LOC110900468/LOC110900753/LOC118485750/LOC110900979/LOC110900850/LOC110901514/LOC110906905/LOC110902292/LOC110907212/LOC110904307/LOC110913608/LOC118487447/LOC110914377/LOC110914109/LOC110914132/LOC118487530/LOC110914235/LOC110914288/LOC110919688/LOC110919710/LOC110920066/LOC110923820/LOC110924428/LOC110925221/LOC110925219	54
Green_Module	telomere maintenance	telomere maintenance	51/2989	105/25972	0.485714285714286	4.22046551641734	11.9246106099086	4.61772974231227e-21	3.74549190209773e-19	2.83544808738473e-19	LOC110876152/LOC110928550/LOC110897747/LOC110931432/LOC110932368/LOC110931383/LOC110932036/LOC110929740/LOC110933497/LOC110933940/LOC110940612/LOC110943524/LOC110943699/LOC110943960/LOC110870088/LOC110870069/LOC110870071/LOC118481008/LOC110876763/LOC110914395/LOC110875302/LOC110881371/LOC110876331/LOC110876532/LOC110880758/LOC110882397/LOC110893022/LOC110900468/LOC110900753/LOC118485750/LOC110900979/LOC110900850/LOC110901514/LOC110906905/LOC110902292/LOC110907212/LOC110913608/LOC118487447/LOC110914377/LOC110914109/LOC110914132/LOC118487530/LOC110914235/LOC110914288/LOC110919688/LOC110919710/LOC110920066/LOC110923820/LOC110924428/LOC110925221/LOC110925219	51
Green_Module	RNA modification	RNA modification	83/2989	253/25972	0.328063241106719	2.85060505119562	10.6672113458528	1.53811762661906e-19	1.12282586743191e-17	8.50012372605269e-18	LOC110942158/LOC110866650/LOC110912528/LOC110925376/LOC110928648/LOC110928993/LOC110928961/LOC110930147/LOC110936041/LOC110936038/LOC110936536/LOC110937365/LOC110937447/LOC110939933/LOC110940532/LOC110940741/LOC110941051/LOC110941754/LOC110941707/LOC110864758/LOC110878129/LOC110865427/LOC110889662/LOC110867835/LOC110868033/LOC110869260/LOC110873203/LOC110873402/LOC110873271/LOC110873875/LOC110877643/LOC110865986/LOC110876252/LOC110878481/LOC110879061/LOC110879164/LOC110879702/LOC110883932/LOC110884467/LOC110885315/LOC110885583/LOC110885660/LOC110885955/LOC110886020/LOC110889513/LOC118484006/LOC110890151/LOC110893900/LOC110892592/LOC110894912/LOC110895836/LOC110897450/LOC110898096/LOC110898148/LOC110898555/LOC110903025/LOC110901632/LOC110899547/LOC110899825/LOC110899994/LOC110908058/LOC110909335/LOC110908803/LOC110909023/LOC110903901/LOC110904710/LOC110904738/LOC110910193/LOC110910569/LOC110911612/LOC110911805/LOC110912276/LOC110916548/LOC110916168/LOC110916167/LOC110917189/LOC110918729/LOC110915479/LOC110922522/LOC110921257/LOC110923218/LOC110921340/LOC110922356	83
Green_Module	ribonucleoprotein complex	ribonucleoprotein complex	36/2989	60/25972	0.6	5.2135162261626	11.7834852770869	2.81449179131973e-19	1.86779909787582e-17	1.41397912961039e-17	LOC110871530/LOC110871940/LOC110878005/LOC110886321/LOC110918683/LOC110904134/LOC110935757/LOC110936116/LOC110883141/LOC110877989/LOC110936511/LOC110889866/LOC110889865/LOC110889864/LOC110941522/LOC110864237/LOC110909359/LOC110872317/LOC110940515/LOC110885463/LOC110885650/LOC110891870/LOC110890116/LOC110907875/LOC110877895/LOC110895981/LOC110893661/LOC110897028/LOC110899083/LOC110899084/LOC110912091/LOC110915407/LOC110915122/LOC110919802/LOC110921724/LOC110921179	36
Green_Module	ATP-dependent protein folding chaperone	ATP-dependent protein folding chaperone	53/2989	122/25972	0.434426229508197	3.77481366101937	11.0786642461637	4.52414996069955e-19	2.75219122609223e-17	2.08349011348006e-17	LOC110864547/LOC110875354/LOC110903994/LOC110922200/LOC110904418/LOC110929044/LOC110929584/LOC110908124/LOC110929983/LOC110930261/LOC110930260/LOC110878084/LOC110876040/LOC110933216/LOC110936435/LOC110939778/LOC110939857/LOC110940025/LOC110940013/LOC110941380/LOC110943657/LOC110918978/LOC110918971/LOC110878694/LOC110872564/LOC110873124/LOC110912729/LOC110877876/LOC110908792/LOC110883965/LOC110884797/LOC110886560/LOC110895474/LOC110887683/LOC110889421/LOC110894223/LOC110904574/LOC110895573/LOC110896003/LOC110898238/LOC110899004/LOC110898995/LOC110901836/LOC110910475/LOC110910501/LOC110911895/LOC110912655/LOC110940196/LOC110940198/LOC110920205/LOC110914993/LOC110926376/LOC110873297	53
Green_Module	nucleolus	nucleolus	58/2989	162/25972	0.358024691358025	3.11094589626986	9.71951384094143	5.10958998634631e-16	2.86923130002524e-14	2.17209290917556e-14	LOC110927152/LOC110927319/LOC110929290/LOC110930401/LOC110937012/LOC110937141/LOC110937047/LOC110938733/LOC110940493/LOC110941624/LOC110941939/LOC110864236/LOC110864687/LOC110865005/LOC110865558/LOC110865839/LOC110918623/LOC110914632/LOC110868501/LOC110872322/LOC110877083/LOC110878241/LOC110878399/LOC118482256/LOC118481850/LOC110881412/LOC110884645/LOC110884875/LOC110886247/LOC110886693/LOC110908798/LOC110889164/LOC110890169/LOC110890567/LOC110936294/LOC110890107/LOC110893679/LOC110904576/LOC110895421/LOC110898910/LOC110899798/LOC110908064/LOC110908879/LOC110904377/LOC110904650/LOC110904725/LOC110907761/LOC110905144/LOC110911393/LOC110914315/LOC110915921/LOC110918211/LOC110889304/LOC110926290/LOC110877591/LOC110940249/LOC110922011/LOC110925422	58
Green_Module	mRNA binding	mRNA binding	88/2989	341/25972	0.258064516129032	2.24237257039251	8.32818192566731	1.56713383225762e-13	8.17148355391471e-12	6.18605460101691e-12	LOC110945110/LOC110868143/LOC110871530/LOC110871940/LOC110875897/LOC110878005/LOC110904134/LOC118485660/LOC110886329/LOC110927298/LOC118490651/LOC110929507/LOC110929905/LOC110930401/LOC110937976/LOC110883141/LOC110877989/LOC110936616/LOC110936511/LOC110937274/LOC110940062/LOC110940533/LOC110864237/LOC110909359/LOC110865078/LOC110865516/LOC110872025/LOC110872502/LOC110872610/LOC110872622/LOC110873725/LOC110877027/LOC110878804/LOC110908795/LOC110885444/LOC110885463/LOC110886387/LOC110886680/LOC110886582/LOC110891870/LOC110890020/LOC110890210/LOC110907875/LOC110890469/LOC110877895/LOC110890247/LOC110895981/LOC110893661/LOC110893967/LOC110904578/LOC118479225/LOC118485027/LOC110894668/LOC110889343/LOC110897028/LOC110897298/LOC110897508/LOC110897976/LOC110898975/LOC110899192/LOC110904765/LOC110905025/LOC110911335/LOC110911740/LOC118487610/LOC110911741/LOC110911767/LOC110911930/LOC110911876/LOC110911875/LOC110912091/LOC110912112/LOC110912645/LOC110918328/LOC110935951/LOC110889556/LOC110919802/LOC110917469/LOC110904702/LOC110915038/LOC110922300/LOC110921724/LOC110912482/LOC110921181/LOC110926354/LOC110896011/LOC110922362/LOC110920763	88
Green_Module	unfolded protein binding	unfolded protein binding	62/2989	208/25972	0.298076923076923	2.59004812517693	8.30308007792061	7.5919201155514e-13	3.69473445623501e-11	2.7970232004663e-11	LOC110864547/LOC110931608/LOC110903994/LOC110922200/LOC110904418/LOC110929397/LOC110929398/LOC110929403/LOC110929404/LOC110929405/LOC110929296/LOC110929044/LOC110929584/LOC110929563/LOC110908124/LOC110929983/LOC110930261/LOC110930260/LOC110878084/LOC110876040/LOC110933216/LOC110936435/LOC110936804/LOC110939778/LOC110939857/LOC110940025/LOC110940013/LOC110941380/LOC110943657/LOC110865890/LOC110918978/LOC110918971/LOC110872564/LOC110873124/LOC110886746/LOC110912729/LOC110877624/LOC110877876/LOC110877869/LOC110908792/LOC110884990/LOC110884797/LOC110887683/LOC110889421/LOC110889716/LOC110890069/LOC110890350/LOC110895573/LOC110896003/LOC110898238/LOC110899004/LOC110898995/LOC110901836/LOC110910501/LOC110911895/LOC110912655/LOC110940196/LOC110940198/LOC110920205/LOC110914993/LOC110926376/LOC110873297	62
Green_Module	chaperonin-containing T-complex	chaperonin-containing T-complex	17/2989	22/25972	0.772727272727273	6.71437695793668	9.66975521650978	1.55595453236458e-12	7.09904255391339e-11	5.37418506244344e-11	LOC110922200/LOC110904418/LOC110878084/LOC110876040/LOC110933216/LOC110941380/LOC110943657/LOC110873124/LOC110908792/LOC110887683/LOC110889421/LOC110895573/LOC110896003/LOC110898238/LOC110910501/LOC110911895/LOC110920205	17
